noun,zipf,tier,senses,lexfile,register,domain,in_wn30,also_proper_noun,recommended,excluded_because,definition
spicemill,0.0,OBSCURE,1,noun.artifact,GENERAL,,True,False,False,obscure,a mill for grinding spices
spindleberry,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,any shrubby trees or woody vines of the genus Euonymus having showy usually reddish berries
splitsaw,0.0,OBSCURE,1,noun.artifact,GENERAL,,True,False,False,obscure,a handsaw for cutting with the grain of the wood
splitworm,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,greyish-brown moth whose larva is the potato tuberworm
spoilable,0.0,OBSCURE,1,noun.food,GENERAL,,True,False,False,obscure,food that will decay rapidly if not refrigerated
spongefly,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,hairy-bodied insect whose larvae feed on freshwater sponges
spoonfeeding,0.0,OBSCURE,2,noun.act,GENERAL,,True,False,False,obscure,feeding someone (as a baby) from a spoon
sprechstimme,0.0,OBSCURE,1,noun.communication,GENERAL,,True,False,False,obscure,a style of dramatic vocalization between singing and speaking
staghead,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,an abnormal tufted growth of small branches on a tree or shrub caused by fungi or insects or other physiological disturbance
stalogometer,0.0,OBSCURE,1,noun.artifact,GENERAL,,False,False,False,obscure,a device for investigating surface tension using the stalagmometric method.
stanhopea,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,any of various orchids of the genus Stanhopea having a single large leaf and loose racemes of large fragrant flowers of various colors; Mexico to Brazil
staurikosaur,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,primitive dinosaur found in Brazil
staurikosaurus,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,primitive dinosaur found in Brazil
steamtightness,0.0,OBSCURE,1,noun.attribute,GENERAL,,False,False,False,obscure,The property of being being sealed in such a way that steam cannot leak out.
steelwoman,0.0,OBSCURE,1,noun.person,GENERAL,,False,False,False,obscure,a female worker engaged in making steel
stelis,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,any of various small tropical American orchids of the genus Stelis having long slender racemes of numerous small to minute flowers
stenopterygius,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,an ichthyosaur of the genus Stenopterygius
stephead,0.0,OBSCURE,1,noun.communication,GENERAL,,True,False,False,obscure,a headline with the top line flush left and succeeding lines indented to the right
stilbesterol,0.0,OBSCURE,1,noun.artifact,GENERAL,,True,False,False,obscure,synthetic nonsteroid with the properties of estrogen; formerly used to treat menstrual problems but was found to be associated with vaginal cancers in the daughters of women so treated during pregnancy
stoolpigeon,0.0,OBSCURE,1,noun.person,GENERAL,,True,False,False,obscure,someone acting as an informer or decoy for the police
stovepiping,0.0,OBSCURE,1,noun.process,GENERAL,,True,False,False,obscure,retrieval of information from unconnected databases; the situation that exists when it is necessary to climb out of one database in order to climb down into another; sometimes used for protection against wandering hackers
strapado,0.0,OBSCURE,1,noun.act,GENERAL,,True,False,False,obscure,"a form of torture in which the hands are tied behind a person's back and they are lifted off the ground by a rope tied to their wrists, then allowed to drop until their fall is checked with a jerk by the rope"
struthiomimus,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,small light-boned toothless dinosaur resembling an ostrich in size and proportions
stylemark,0.0,OBSCURE,1,noun.attribute,GENERAL,,True,False,False,obscure,a distinctive characteristic or attribute of someone or something
styracosaur,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,an unusual ceratopsian dinosaur having many large spikes around the edge of its bony frill and a long nose horn; late Cretaceous
styracosaurus,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,an unusual ceratopsian dinosaur having many large spikes around the edge of its bony frill and a long nose horn; late Cretaceous
subjoining,0.0,OBSCURE,1,noun.act,GENERAL,,True,False,False,obscure,the act of supplementing
subvocaliser,0.0,OBSCURE,1,noun.person,GENERAL,,True,False,False,obscure,someone who articulates speech without uttering sounds
suksdorfia,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,any of several American plants of the genus Suksdorfia having orbicular to kidney-shaped somewhat succulent leaves and white or rose or violet flowers in terminal panicles
sulfamezathine,0.0,OBSCURE,1,noun.artifact,GENERAL,,True,False,False,obscure,a sulfa drug used like sulfadiazine and also in veterinary medicine
sundate,0.0,OBSCURE,1,noun.group,GENERAL,,False,False,False,obscure,A date on a Sunday
superslasher,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,large (20-ft) and swift carnivorous dinosaur having an upright slashing claw 15 inches long on each hind foot; early Cretaceous
suprarenalectomy,0.0,OBSCURE,1,noun.act,GENERAL,,True,False,False,obscure,surgical removal of one or both adrenal glands
surfboarding,0.0,OBSCURE,1,noun.act,GENERAL,,True,False,False,obscure,the sport of riding a surfboard toward the shore on the crest of a wave
sutura,0.0,OBSCURE,1,noun.body,MED,,True,False,False,obscure,an immovable joint (especially between the bones of the skull)
swanflower,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,any of several orchids of the genus Cycnoches having slender arching columns of flowers suggesting the neck of a swan
swanneck,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,any of several orchids of the genus Cycnoches having slender arching columns of flowers suggesting the neck of a swan
symmachy,0.0,OBSCURE,1,noun.communication,GENERAL,,False,False,False,obscure,Fighting together or in an alliance with an ally (or allies)
symphilid,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,minute arthropod often infesting the underground parts of truck-garden and greenhouse crops
symphysion,0.0,OBSCURE,1,noun.body,MED,,True,False,False,obscure,the most forward point of the alveolar process of the mandible
syncategorem,0.0,OBSCURE,1,noun.communication,GENERAL,,True,False,False,obscure,a syncategorematic expression; a word that cannot be used alone as a term in a logical proposition
synchronoscope,0.0,OBSCURE,1,noun.artifact,GENERAL,,True,False,False,obscure,an instrument that indicates whether two periodic motions are synchronous (especially an instrument that enables a pilot to synchronize the propellers of a plane that has two or more engines)
syndetikon,0.0,OBSCURE,1,noun.substance,GENERAL,,False,False,False,obscure,Syndetikon is an all-purpose adhesive manufactured from natural materials.
tablefork,0.0,OBSCURE,1,noun.artifact,GENERAL,,True,False,False,obscure,a fork for eating at a dining table
taichichuan,0.0,OBSCURE,1,noun.act,GENERAL,,True,False,False,obscure,a Chinese system of slow meditative physical exercise designed for relaxation and balance and health
tailwort,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,hairy blue-flowered European annual herb long used in herbal medicine and eaten raw as salad greens or cooked like spinach
tanglebush,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,spiny branching deciduous shrub of southwestern United States having clusters of insignificant yellow-white flowers appearing before leaves followed by attractive black berrylike fruits
tarantelle,0.0,OBSCURE,1,noun.act,GENERAL,,True,False,False,obscure,a lively whirling Italian dance for two persons
taxistand,0.0,OBSCURE,1,noun.location,GENERAL,,True,False,False,obscure,a place where taxis park while awaiting customers
tchotchkeleh,0.0,OBSCURE,1,noun.person,GENERAL,,True,False,False,obscure,"(Yiddish) an attractive, unconventional woman"
teeoff,0.0,OBSCURE,1,noun.act,GENERAL,,True,False,False,obscure,the act of hitting a golf ball from the teeing ground at the start of each hole
tekki,0.0,OBSCURE,1,noun.person,TEC,programming,True,False,False,obscure,a technician who is highly proficient and enthusiastic about some technical field (especially computing)
teleostan,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,a bony fish of the subclass Teleostei
tendergreen,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,Asiatic plant cultivated for its swollen root crown and edible foliage
tertigravida,0.0,OBSCURE,1,noun.person,GENERAL,,True,False,False,obscure,a woman who is pregnant for the third time
tetanilla,0.0,OBSCURE,1,noun.state,GENERAL,,True,False,False,obscure,clinical neurological syndrome characterized by muscular twitching and cramps and (when severe) seizures; associated with calcium deficiency (hypoparathyroidism) or vitamin D deficiency or alkalosis
tetartanopia,0.0,OBSCURE,1,noun.state,GENERAL,,True,False,False,obscure,a form of dichromacy characterized by lowered sensitivity to yellow light; so rare that its existence has been questioned
tetragen,0.0,OBSCURE,1,noun.substance,GENERAL,,False,False,False,obscure,any chemical element that belongs to the carbon group.
textolite,0.0,OBSCURE,1,noun.substance,GENERAL,,False,False,False,obscure,"a laminated composite material used for electrotechnical components, inserts and bearings."
theatrology,0.0,OBSCURE,1,noun.cognition,GENERAL,,False,False,False,obscure,"the study of theatrical performance in relation to its literary, physical, psycho-biological, sociological, and historical contexts."
thermalgesia,0.0,OBSCURE,1,noun.state,GENERAL,,True,False,False,obscure,pain caused by heat
thiobacteria,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,any bacterium of the genus Thiobacillus
thyroprotein,0.0,OBSCURE,1,noun.substance,GENERAL,,True,False,False,obscure,a preparation made from iodinated protein and having an action similar to thyroxine
thyrsopteris,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,a terrestrial tree fern of South America
thysanopteron,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,an insect of the order Thysanoptera
thysanuron,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,primitive wingless insects: bristletail
tichodrome,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,crimson-and-grey songbird that inhabits town walls and mountain cliffs of southern Eurasia and northern Africa
ticktacktoo,0.0,OBSCURE,1,noun.act,GENERAL,,True,False,False,obscure,a game in which two players alternately put crosses and circles in one of the compartments of a square grid of nine spaces; the object is to get a row of three crosses or three circles before the opponent does
tickweed,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,any of numerous plants of the genus Coreopsis having a profusion of showy usually yellow daisylike flowers over long periods; North and South America
timucu,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,found in warm waters of western Atlantic
tirolean,0.0,OBSCURE,1,noun.artifact,GENERAL,,True,False,False,obscure,soft green felt hat with a feather or brush cockade
tocktact,0.0,OBSCURE,1,noun.event,GENERAL,,True,False,False,obscure,steady recurrent ticking sound as made by a clock
tollon,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,ornamental evergreen treelike shrub of the Pacific coast of the United States having large white flowers and red berrylike fruits; often placed in genus Photinia
tongueflower,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,orchid having blue to purple flowers with tongue-shaped or strap-shaped protuberances (calli) at the lip base
tonsilla,0.0,OBSCURE,1,noun.body,MED,,True,False,False,obscure,either of two masses of lymphatic tissue one on each side of the oral pharynx
topognosia,0.0,OBSCURE,1,noun.cognition,GENERAL,,True,False,False,obscure,recognition of the location of a stimulus on the skin
topognosis,0.0,OBSCURE,1,noun.cognition,GENERAL,,True,False,False,obscure,recognition of the location of a stimulus on the skin
trachodon,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,large duck-billed dinosaur of the Cretaceous period
trainbandsman,0.0,OBSCURE,1,noun.person,GENERAL,,True,False,False,obscure,a male member of a trainband
transferer,0.0,OBSCURE,1,noun.person,GENERAL,,True,False,False,obscure,someone who transfers something
tremendismo,0.0,OBSCURE,1,noun.group,GENERAL,,False,False,False,obscure,post-war Spanish literary style marked by a tendency to emphasize violence and grotesque imagery.
trichodesmium,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,large colonial bacterium common in tropical open-ocean waters; important in carbon and nitrogen fixation
trichopteron,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,caddis fly
triphosphopyridine,0.0,OBSCURE,1,noun.substance,GENERAL,,True,False,False,obscure,a pyridine ring with three phosphorus groups
trochlearis,0.0,OBSCURE,1,noun.body,MED,,True,False,False,obscure,either of the two cranial nerves on either side that control the superior oblique muscles of the eyes
trojniak,0.0,OBSCURE,1,noun.food,GENERAL,,False,False,False,obscure,"a Polish mead, made using two units of water for each unit of honey."
trompillo,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,weedy nightshade with silvery foliage and violet or blue or white flowers; roundish berry widely used to curdle milk; central United States to South America
turraea,0.0,OBSCURE,1,noun.plant,BIO,,False,False,False,obscure,any of numerous trees and shrubs grown for their beautiful glossy foliage and sweetly fragrant starry flowers
tweegram,0.0,OBSCURE,1,noun.communication,GENERAL,,False,False,False,obscure,an Instagram post that is all words
twimbos,0.0,OBSCURE,1,noun.person,SPECIAL,pornography,False,False,False,obscure,"a pair of twins, who are sexually promiscuous"
twistwood,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,vigorous deciduous European treelike shrub common along waysides; red berries turn black
ulalgia,0.0,OBSCURE,1,noun.state,GENERAL,,True,False,False,obscure,pain in the gums
underreckoning,0.0,OBSCURE,1,noun.cognition,GENERAL,,True,False,False,obscure,an estimation that is too low; an estimate that is less than the true or actual value
unenlightenment,0.0,OBSCURE,1,noun.cognition,GENERAL,,True,False,False,obscure,a lack of understanding
unexchangeability,0.0,OBSCURE,1,noun.attribute,GENERAL,,True,False,False,obscure,the quality of being incapable of exchange or interchange
unregularity,0.0,OBSCURE,1,noun.attribute,GENERAL,,True,False,False,obscure,not characterized by a fixed principle or rate; at irregular intervals
