noun,start,end,length,name,definition,wikipedia
skullcap,s,p,8,False,rounded brimless cap fitting the crown of the head,
skullduggery,s,y,12,False,verbal misrepresentation intended to take advantage of you in some way,
skunk,s,k,5,False,a person who is deemed to be despicable or contemptible,Skunks are mammals in the family Mephitidae.
skunkbush,s,h,9,False,deciduous shrub of California with unpleasantly scented usually trifoliate leaves and edible fruit,
skunkweed,s,d,9,False,tall herb of the Rocky Mountains having sticky leaves and an offensive smell,
sky,s,y,3,False,the atmosphere and outer space as viewed from the earth,The sky is an unobstructed view upward from the surface of the Earth.
skybox,s,x,6,False,an elevated box for viewing events at a sports stadium,
skycap,s,p,6,False,a porter who helps passengers with their baggage at an airport,"A skycap is a porter employed at an airport and provides the following services to airline passengers:

Handles luggage, strollers, and car seats
Performs curbside check-in
Assists disabled or wheelchair passengersBy tradition, skycaps are tipped for their services."
skydiver,s,r,8,False,a person who jumps from a plane and performs various gymnastic maneuvers before pulling the parachute cord,
skydiving,s,g,9,False,performing acrobatics in free fall before pulling the ripcord of a parachute,
skyhook,s,k,7,False,helicopter carrying a reel of steel cable that can be used to lift and transport heavy objects,
skylark,s,k,7,False,brown-speckled European lark noted for singing while hovering at a great height,
skylight,s,t,8,False,a window in a roof to admit daylight,"A skylight (sometimes called a rooflight) is a light-permitting structure or window, usually made of transparent or translucent glass, that forms all or part of the roof space of a building for daylighting and ventilation purposes."
skyline,s,e,7,False,the outline of objects seen against the sky,A skyline is the outline or shape viewed near the horizon.
skyrocket,s,t,9,False,"propels bright light high in the sky, or used to propel a lifesaving line or harpoon",A skyrocket is a type of firework that uses a solid-fuel rocket to rise quickly into the sky; a bottle rocket is a small skyrocket.
skysail,s,l,7,False,the sail above the royal on a square-rigger,A skysail is the uppermost sail in many old square-rigged sail-plans (though sometimes topped by a moonsail).
skyscraper,s,r,10,False,a very tall building with many stories,"A skyscraper is a tall, continuously habitable building having multiple floors."
skywalk,s,k,7,False,an elevated walkway between buildings (usually enclosed),
skyway,s,y,6,False,a designated route followed by airplanes in flying from one airport to another,"A skyway, skybridge, skywalk, or sky walkway is an elevated type of pedway connecting two or more buildings in an urban area, or connecting elevated points within mountainous recreational zones."
skywriting,s,g,10,False,writing formed in the sky by smoke released from an airplane,"Skywriting  is the process of using one or more small aircraft, able to expel special smoke during flight, to fly in certain patterns that create writing readable from the ground."
slab,s,b,4,False,block consisting of a thick piece of something,
slack,s,k,5,False,dust consisting of a mixture of small coal fragments and coal dust and dirt that sifts out when coal is passed over a sieve,
slackening,s,g,10,False,an occurrence of control or strength weakening,
slacker,s,r,7,False,a person who shirks his work or duty (especially one who tries to evade military service in wartime),A slacker is someone who habitually avoids work or lacks work ethic.
slacking,s,g,8,False,the evasion of work or duty,
slackness,s,s,9,False,weakness characterized by a lack of vitality or energy,
slacks,s,s,6,False,(usually in the plural) pants for casual wear,
slag,s,g,4,False,the scum formed by oxidation at the surface of molten metals,Slag is a by-product of smelting (pyrometallurgical) ores and recycled metals.
slagheap,s,p,8,False,pile of waste matter from coal mining etc,
slain,s,n,5,False,people who have been slain (as in battle),
slalom,s,m,6,False,a downhill race over a winding course defined by upright poles,
slam,s,m,4,False,winning all or all but one of the tricks in bridge,
slammer,s,r,7,False,a person who closes things violently,
slander,s,r,7,False,words falsely spoken that damage the reputation of another,
slanderer,s,r,9,False,one who attacks the reputation of another by slander or libel,
slang,s,g,5,False,informal language consisting of words and expressions that are not considered appropriate for formal occasions; often vituperative or vulgar,"A slang is a vocabulary (words, phrases, and linguistic usages) of an informal register, common in verbal conversation but avoided in formal writing."
slanginess,s,s,10,False,casualness in use of language,
slanguage,s,e,9,False,language characterized by excessive use of slang or cant,
slant,s,t,5,False,a biased way of looking at or presenting something,
slap,s,p,4,False,a blow from a flat object (as an open hand),
slapper,s,r,7,False,a hitter who slaps (usually another person) with an open hand,
slapshot,s,t,8,False,a fast shot made with a short powerful swing of the hockey stick,A slapshot (also spelled as slap shot) in ice hockey is a powerful shot.
slapstick,s,k,9,False,a boisterous comedy with chases and collisions and practical jokes,Slapstick is a style of humor involving exaggerated physical activity that exceeds the boundaries of normal physical comedy.
slash,s,h,5,False,a wound made by cutting,
slasher,s,r,7,False,someone who slashes another person,
slat,s,t,4,False,a thin strip (wood or metal),
slate,s,e,5,False,(formerly) a writing tablet made of slate,"Slate is a fine-grained, foliated, homogeneous, metamorphic rock derived from an original shale-type sedimentary rock composed of clay or volcanic ash through low-grade, regional metamorphism."
slater,s,r,6,False,any of various small terrestrial isopods having a flat elliptical segmented body; found in damp habitats,"A slater, or slate mason, is a tradesperson who covers buildings with slate."
slating,s,g,7,False,thin layers of rock used for roofing,
slattern,s,n,8,False,a prostitute who attracts customers by walking the streets,
slatternliness,s,s,14,False,in the manner of a slattern,
slaughter,s,r,9,False,the killing of animals (as for food),
slaughterer,s,r,11,False,a person who slaughters or dresses meat for market,
slaughterhouse,s,e,14,False,a building where animals are butchered,"In livestock agriculture and the meat industry, a slaughterhouse, also called an abattoir ( ), is a facility where livestock animals are slaughtered to provide food."
slave,s,e,5,False,a person who is owned by someone,
slaveholder,s,r,11,False,someone who holds slaves,
slaveholding,s,g,12,False,the practice of owning slaves,
slaver,s,r,6,False,a person engaged in slave trade,
slavery,s,y,7,False,the state of being under the control of another person,"Slavery is the ownership of a person as property, especially in regards to their labor."
slavey,s,y,6,False,a female domestic servant who does all kinds of menial work,"The Slavey (also Slave and South Slavey) are a First Nations indigenous peoples of the Dene group, indigenous to the Great Slave Lake region, in Canada's Northwest Territories, and extending into northeastern British Columbia and northwestern Alberta."
slaw,s,w,4,False,basically shredded cabbage,
slayer,s,r,6,False,someone who causes the death of a person or animal,"Slayer was an American thrash metal band from Huntington Park, California, formed in 1981 by guitarists Kerry King and Jeff Hanneman, drummer Dave Lombardo and bassist/vocalist Tom Araya."
slaying,s,g,7,False,unlawful premeditated killing of a human being by a human being,
sleaze,s,e,6,False,tastelessness by virtue of being cheap and vulgar,
sleaziness,s,s,10,False,morally dishonorable,
